"id","art1","art2","relationship1","relationship2"
"62959","30265","81435","Book","Part of a Book"
"62958","30265","81434","Book","Part of a Book"
"62957","30265","81433","Book","Part of a Book"
"62956","30265","81432","Book","Part of a Book"
"62955","30265","81431","Book","Part of a Book"
"62954","30265","81430","Book","Part of a Book"
"62953","30265","81429","Book","Part of a Book"
"62952","30265","81428","Book","Part of a Book"
"62951","30265","81427","Book","Part of a Book"
"62325","21164","30825","See Also, One of a Pair","See Also, One of a Pair"
"62327","2823","28541","See Also, One of a Pair","See Also, One of a Pair"
"62329","33091","39200","See Also, One of a Pair","See Also, One of a Pair"
"62330","24230","24100","See Also, One of a Pair","See Also, One of a Pair"
"62950","30265","81426","Book","Part of a Book"
"62334","1574","1482","See Also, Series","See Also, Series"
"62335","1574","35526","See Also, Series","See Also, Series"
"62336","1574","6273","See Also, Series","See Also, Series"
"62337","35526","6273","See Also, Series","See Also, Series"
"62338","35526","1482","See Also, Series","See Also, Series"
"62340","1482","6273","See Also, Series","See Also, Series"
"62949","30265","81425","Book","Part of a Book"
"62948","30265","81424","Book","Part of a Book"
"62947","30265","81423","Book","Part of a Book"
"62946","30265","81422","Book","Part of a Book"
"62425","80923","80922","See Also, One of a Pair","See Also, One of a Pair"
"62945","30265","81421","Book","Part of a Book"
"62944","30265","81420","Book","Part of a Book"
"62943","30265","81419","Book","Part of a Book"
"62942","30265","81418","Book","Part of a Book"
"62941","30265","81417","Book","Part of a Book"
"62940","30265","81416","Book","Part of a Book"
"62939","36347","81415","Book","Part of a Book"
"62938","36347","81414","Book","Part of a Book"
"62937","36347","81413","Book","Part of a Book"
"62936","36347","81412","Book","Part of a Book"
"62927","23579","81411","Book","Part of a Book"
"62437","14934","40888","See Also, Contextualized (Preaccession)","See Also, Contextualized (Preaccession)"
"62438","36270","38439","Variation","Variation"
"62439","19983","34525","Variation","Variation"
"62926","23579","81410","Book","Part of a Book"
"62925","23579","81409","Book","Part of a Book"
"62924","23579","81408","Book","Part of a Book"
"62923","23579","81406","Book","Part of a Book"
"62920","21410","81405","Book","Part of a Book"
"62919","21410","81404","Book","Part of a Book"
"62918","21410","81403","Book","Part of a Book"
"62917","9336","81402","Book","Part of a Book"
"62916","9336","81401","Book","Part of a Book"
"62913","7538","81399","Book","Part of a Book"
"62912","7538","81398","Book","Part of a Book"
"62906","7538","81387","Book","Part of a Book"
"62456","21564","81156","Book","Part of a Book"
"62457","21564","81157","Book","Part of a Book"
"62458","19482","35868","Variation","Variation"
"62459","19482","34853","Variation","Variation"
"62904","21501","81385","Book","Part of a Book"
"62903","21501","81384","Book","Part of a Book"
"62902","21501","81383","Book","Part of a Book"
"62901","21501","81382","Book","Part of a Book"
"62466","33761","38302","Variation","Variation"
"62467","33607","38302","Variation","Variation"
"62468","33607","33761","Variation","Variation"
"62900","21501","81381","Book","Part of a Book"
"62899","21501","81380","Book","Part of a Book"
"62898","21501","81379","Book","Part of a Book"
"62897","39217","81378","Book","Part of a Book"
"62896","39217","81377","Book","Part of a Book"
"62895","39217","81376","Book","Part of a Book"
"62894","39217","81375","Book","Part of a Book"
"62893","39217","81374","Book","Part of a Book"
"62892","39217","81373","Book","Part of a Book"
"62891","39217","79065","Book","Part of a Book"
"62890","39217","79064","Book","Part of a Book"
"62889","39217","81372","Book","Part of a Book"
"62888","39217","77874","Book","Part of a Book"
"62887","39217","81371","Book","Part of a Book"
"62886","39217","81370","Book","Part of a Book"
"62885","39217","81369","Book","Part of a Book"
"62884","39217","81368","Book","Part of a Book"
"62880","19195","79937","Book","Part of a Book"
"62879","19195","79936","Book","Part of a Book"
"62878","19195","79935","Book","Part of a Book"
"62877","19195","79934","Book","Part of a Book"
"62876","19195","79933","Book","Part of a Book"
"62875","19195","79932","Book","Part of a Book"
"62874","19195","79931","Book","Part of a Book"
"62873","19195","79930","Book","Part of a Book"
"62872","19195","79929","Book","Part of a Book"
"62871","19195","79928","Book","Part of a Book"
"62870","19195","79927","Book","Part of a Book"
"62869","19195","79926","Book","Part of a Book"
"62868","19195","79925","Book","Part of a Book"
"62867","19195","79924","Book","Part of a Book"
"62866","19195","79923","Book","Part of a Book"
"62865","19195","79922","Book","Part of a Book"
"62864","19195","79921","Book","Part of a Book"
"62863","19195","79920","Book","Part of a Book"
"62862","19195","79919","Book","Part of a Book"
"62861","19195","79918","Book","Part of a Book"
"62860","19195","79917","Book","Part of a Book"
"62859","19195","79916","Book","Part of a Book"
"62858","19195","79915","Book","Part of a Book"
"62857","19195","79914","Book","Part of a Book"
"62856","19195","79913","Book","Part of a Book"
"62855","19195","79912","Book","Part of a Book"
"62854","19195","79911","Book","Part of a Book"
"62853","19195","79910","Book","Part of a Book"
"62852","19195","79909","Book","Part of a Book"
"62851","19195","79908","Book","Part of a Book"
"62850","19195","79907","Book","Part of a Book"
"62849","19195","79906","Book","Part of a Book"
"62848","19195","79905","Book","Part of a Book"
"62847","19195","79904","Book","Part of a Book"
"62846","19195","79903","Book","Part of a Book"
"62845","19195","79902","Book","Part of a Book"
"62844","19195","79901","Book","Part of a Book"
"62843","19195","79900","Book","Part of a Book"
"62842","19195","79899","Book","Part of a Book"
"62841","19195","79898","Book","Part of a Book"
"62840","19195","79897","Book","Part of a Book"
"62839","19195","79896","Book","Part of a Book"
"62838","19195","79895","Book","Part of a Book"
"62837","19195","79894","Book","Part of a Book"
"62836","19195","79893","Book","Part of a Book"
"62835","19195","79892","Book","Part of a Book"
"62834","19195","79891","Book","Part of a Book"
"62833","19195","79890","Book","Part of a Book"
"62832","19195","79889","Book","Part of a Book"
"62831","19195","79888","Book","Part of a Book"
"62830","19195","79887","Book","Part of a Book"
"62829","19195","79886","Book","Part of a Book"
"62828","19195","79885","Book","Part of a Book"
"62827","19195","79884","Book","Part of a Book"
"62826","19195","79883","Book","Part of a Book"
"62825","19195","79882","Book","Part of a Book"
"62824","19195","79881","Book","Part of a Book"
"62823","19195","79880","Book","Part of a Book"
"62822","19195","79879","Book","Part of a Book"
"62821","19195","79878","Book","Part of a Book"
"62820","19195","79877","Book","Part of a Book"
"62819","19195","79876","Book","Part of a Book"
"62818","19195","79875","Book","Part of a Book"
"62817","19195","79874","Book","Part of a Book"
"62816","19195","79873","Book","Part of a Book"
"62815","19195","79872","Book","Part of a Book"
"62814","19195","79871","Book","Part of a Book"
"62813","19195","79870","Book","Part of a Book"
"62812","19195","79869","Book","Part of a Book"
"62811","19195","79868","Book","Part of a Book"
"62810","19195","79867","Book","Part of a Book"
"62809","19195","79866","Book","Part of a Book"
"62808","19195","79865","Book","Part of a Book"
"62807","19195","79864","Book","Part of a Book"
"62806","19195","79863","Book","Part of a Book"
"62805","19195","79862","Book","Part of a Book"
"62804","19195","79861","Book","Part of a Book"
"62803","19195","79860","Book","Part of a Book"
"62802","19195","79859","Book","Part of a Book"
"62801","19195","79858","Book","Part of a Book"
"62800","19195","79857","Book","Part of a Book"
"62799","19195","79856","Book","Part of a Book"
"62798","19195","79855","Book","Part of a Book"
"62797","19195","79854","Book","Part of a Book"
"62796","19195","79853","Book","Part of a Book"
"62795","19195","79852","Book","Part of a Book"
"62794","19195","79851","Book","Part of a Book"
"62793","19195","79850","Book","Part of a Book"
"62792","19195","79849","Book","Part of a Book"
"62791","19195","79848","Book","Part of a Book"
"62790","19195","79847","Book","Part of a Book"
"62612","15833","2264","Book","Part of a Book"
"62613","15833","36538","Book","Part of a Book"
"62614","15833","27400","Book","Part of a Book"
"62615","15833","31927","Book","Part of a Book"
"62616","15833","20741","Book","Part of a Book"
"62617","15833","4326","Book","Part of a Book"
"62618","15833","38054","Book","Part of a Book"
"62619","15833","10574","Book","Part of a Book"
"62620","15833","2827","Book","Part of a Book"
"62621","15833","26298","Book","Part of a Book"
"62622","15833","6076","Book","Part of a Book"
"62623","15833","9231","Book","Part of a Book"
"62624","15833","20500","Book","Part of a Book"
"62625","15833","10671","Book","Part of a Book"
"62626","15833","40098","Book","Part of a Book"
"62627","15833","8357","Book","Part of a Book"
"62628","15833","14378","Book","Part of a Book"
"62629","15833","26443","Book","Part of a Book"
"62630","15833","36467","Book","Part of a Book"
"62631","15833","31936","Book","Part of a Book"
"62632","15833","37554","Book","Part of a Book"
"62633","15833","17558","Book","Part of a Book"
"62634","15833","10206","Book","Part of a Book"
"62635","15833","2739","Book","Part of a Book"
"62636","15833","3403","Book","Part of a Book"
"62789","19195","79846","Book","Part of a Book"
"62788","19195","79845","Book","Part of a Book"
"62787","19195","79844","Book","Part of a Book"
"62786","19195","79843","Book","Part of a Book"
"62785","19195","79842","Book","Part of a Book"
"62784","19195","79841","Book","Part of a Book"
"62783","19195","79840","Book","Part of a Book"
"62782","19195","79839","Book","Part of a Book"
"62661","27251","13325","Final State","Preliminary State"
"62781","19195","79838","Book","Part of a Book"
"62668","14521","17704","Book","Part of a Book"
"62669","14521","11060","Book","Part of a Book"
"62670","14521","21767","Book","Part of a Book"
"62671","14521","32761","Book","Part of a Book"
"62672","14521","29783","Book","Part of a Book"
"62673","14521","15011","Book","Part of a Book"
"62674","14521","29594","Book","Part of a Book"
"62675","14521","13019","Book","Part of a Book"
"62676","14521","37685","Book","Part of a Book"
"62677","14521","12726","Book","Part of a Book"
"62678","14521","28449","Book","Part of a Book"
"62679","14521","7952","Book","Part of a Book"
"62680","14521","18286","Book","Part of a Book"
"62681","14521","24136","Book","Part of a Book"
"62682","14521","22106","Book","Part of a Book"
"62683","14521","23873","Book","Part of a Book"
"62684","14521","21323","Book","Part of a Book"
"62685","14521","30171","Book","Part of a Book"
"62686","14521","36295","Book","Part of a Book"
"62687","14521","37114","Book","Part of a Book"
"62690","14521","30048","Book","Part of a Book"
"62780","19195","79837","Book","Part of a Book"
"62779","19195","79836","Book","Part of a Book"
"62778","19195","79835","Book","Part of a Book"
"62777","19195","79834","Book","Part of a Book"
"62776","19195","79833","Book","Part of a Book"
"62775","19195","79832","Book","Part of a Book"
"62774","19195","79831","Book","Part of a Book"
"62773","19195","79830","Book","Part of a Book"
"62772","19195","79829","Book","Part of a Book"
"62771","19195","79828","Book","Part of a Book"
"62770","19195","79827","Book","Part of a Book"
"62769","19195","79826","Book","Part of a Book"
"62768","19195","79825","Book","Part of a Book"
"62767","19195","79824","Book","Part of a Book"
"62766","19195","79823","Book","Part of a Book"
"62765","19195","79822","Book","Part of a Book"
"62764","19195","79821","Book","Part of a Book"
"62763","19195","79820","Book","Part of a Book"
"62762","19195","79819","Book","Part of a Book"
"62761","19195","79818","Book","Part of a Book"
"62760","19195","79817","Book","Part of a Book"
"62759","19195","79816","Book","Part of a Book"
"62758","19195","79815","Book","Part of a Book"
"62757","19195","79814","Book","Part of a Book"
"62756","19195","79813","Book","Part of a Book"
"62755","19195","79812","Book","Part of a Book"
